	chart	title	artist	weeks	rank	query_week	lyrics
25	christian-songs	The Cure	Unspoken	6.0	23.0	2017-03-25	"We're all related, brothers and strangers,
The king and the beggar bleed the same.
We've all got a sickness, a terminal condition,
We medicate it but the pain won't go away.

See the eyes of a million faces,
Looking forward in a million places,
Only one can save us, Jesus.

You are the cure!
Everybody's searching for it,
Everybody's reaching out,
Trying to grab a hold of something real.
You are the cure!
Only you can satisfy us,
Fill up the void inside us,
Never been a heart you couldn't heal.

You are the cure...
...


(1409614428508)"
26	christian-songs	Thy Will	Hillary Scott & The Scott Family	46.0	9.0	2017-03-18	"I'm so confused
I know I heard you loud and clear
So I'll follow through
Somehow I ended up here

I don't wanna think
I may never understand
That my broken heart is a part of your plan
When I try to pray
All I got is hurt
And these four words
...


(1409614428508)"
27	christian-songs	Come Alive (Dry Bones)	Lauren Daigle	39.0	10.0	2017-03-18	"Through the eyes of men
It seems there's so much
We have lost

As we look down the road
Where all the prodigals
Have walked
And one by one
The enemy has whispered lies
And led them off as slaves

But we know that You are God
Yours is the victory
We know there is more to come
That we may not yet see
So with the faith You've given us
We'll step into the valley unafraid, yeah

As we call out to dry bones
come alive, come alive
...


(1409614428508)"
28	christian-songs	Keep Your Eyes On Me	Tim McGraw & Faith Hill	6.0	20.0	2017-03-18	"Ain't it just like a tear
To go and blur out everything
Ain't just like glass
To fall and break so easily
Ain't just like love
To leave a mark on the skin and underneath
Yeah, when the pain goes and shadows everything

Keep your eyes on me
Keep your eyes on me
When it hurts to much to see
Keep your eyes on me

...


(1409614428508)"
29	christian-songs	Stars	Skillet	29.0	21.0	2017-03-18	"You spoke a word, life began
Told oceans where to start and where to end
You set in motion time and space
But still you come and you're calling me by name
Still you come and you're calling me by name

If you can know the stars in place
You can know my heart the same
Whenever I fall away
Whenever I start to break
So here I am, lifting up my heart
To the one who holds the stars

The deepest steps, the darkest nights
Can't separate, can't keep me from you side
I get so lost, forget my way
But still you love and you don't forget my name

...


(1409614428508)"
30	christian-songs	Giants Fall	Francesca Battistelli	25.0	24.0	2017-03-18	"Everyone's telling you
To let go of what you're holding to
It's too late, too far
You're too small, it's too hard
Throwing water on that spark
Living deep inside your heart
With oceans of reasons
The things you're not seeing
But oh, maybe they don't
Know what you know
That you're not alone

...


(1409614428508)"
31	christian-songs	King Of My Heart	Kutless	7.0	27.0	2017-03-11	"Let the King of my heart
be the mountain where I run
The Fountain I drink from

Oh He is my Song
Let the King of my heart
be the shadow where I hide
the randsom for my life
Oh He is my Song

You are good
good
ohhh
You are good
good
ohhh
You are good
good
ohhh
You are good
good
ohhh

Let the King of my heart
be the wind inside my sails
The anchor in the waves
Oh He is my Song
...


(1409614428508)"
32	christian-songs	Can't Live Without	Hollyn	5.0	28.0	2017-03-11	"California drivin' had to get out
Distance got me wonderin' where you are right now
One-way conversations got me worn down
Pouring out my heart wish you would speak a sound

I don't know what I'm after
I don't know what I'm doin'
I don't know what I'm after
All I know is I'm lost
I don't know what I'm after
I don't know what I'm doin'
I don't know what I'm after
All I know is I'm lost

Without your love
There's no point in even wakin' up
No, no, no, no
Without your love
Nothing's ever gonna be enough
...


(1409614428508)"
33	christian-songs	Falling Into You	Hillsong Young & Free	19.0	29.0	2017-03-11	"I've lived my life to the limit
Well I'm at the end of myself
I see the end that I know below me
Your love is waiting to catch

I'm falling into you
Cause no one's gonna
Love me like you do (alright)
I've got nothing to lose
So I can't stop, won't stop
Falling into you (alright)

The rush I've felt in the free-fall
As I lost control of my life
...


(1409614428508)"
34	christian-songs	River Of Jordan	Lecrae Featuring Breyan Isaac	2.0	31.0	2017-03-11	"They say wash in the river of Jordan
Wipe away your sins like I've done mine
And the people then they'll be equals
There's too many sinkholes we've left behind
I'm losing my religion
I've realized I wasn't built for these conditions

I gave up my all
When I felt lost not a one of ya'll called
When I took off everybody else stalled
I don't really understand what ya'll on
What ya'll want
I can't live I can't be free
I can't be here
Gave my sweat gave my tears
Gave up all the best of my years
I done gave everything
I ain't gained anything
Just pain and more sadness
Just broad strokes and blank stares
...


(1409614428508)"
35	christian-songs	Still	Hillary Scott & The Scott Family	2.0	33.0	2017-03-11	"I believe that You were God alone
But sometimes I still try to take control
Cause I get scared when I can't see the end
And all You want from me is to let go

You're parting waters
Making a rain for me
You're moving mountains that I don't even see
You've answered my prayer before I even speak
All You need for me to be is still

I bring my praise before I bring my need
...


(1409614428508)"
36	christian-songs	King Of The World	Natalie Grant	33.0	9.0	2017-03-04	"I tried to fit you in the walls inside my mind
I try to keep you safely inbetween the lines
I try to put you in the box that I've designed
I try to pull you down so we are eye to eye

When did I forget that you've always been the king of the world?
I try to take life back right out of the hands of the king of the world
how could I make you so small
when you're the one who holds it all
when did i forget that you've always been the king of the world
just a whisper of your voice can tame the seas
...


(1409614428508)"
37	christian-songs	Worthy Of Your Name	Passion Featuring Sean Curran	2.0	30.0	2017-03-04	"Rumors of the son of man
Stories of a savior
Holiness with human hands
Treasure for the traitor
No ear had heard no eye had seen
The image of the Father
Until heaven came to live with me
A rescue like no other

You are worthy You are worthy of Your name
Jesus

You did not speak you made no sound
You died for your accusers
As Your blood fell to the ground
...


(1409614428508)"
38	christian-songs	Warm Up	NF	20.0	35.0	2017-03-04	"Yeah
Something for the fans
Yeah

I'm the type to rent a hotel room just to feel at home
I'm the type to rent a hotel room just to be alone
I got an issue with people pretending they like what they don't
Please don't bring up my issues unless you gon' deal with your own
Please don't try to pretend like you keep it real, though
Yeah it's funny that you got a lotta money
But that money doesn't buy you skills, though
I don't care if I am on the billboards
On a killing spree
I'm about to kill more
Got a chain on
You paid a mill' for
I mean what you people even live for?
I write raps, you steal yours, oh Lord (haha)
We just getting warmed up
Yeah, I said I was coming, I warned you
So close to the fans
I feel like they're right on my tour bus
You wanna know what I do in my downtime?
They come to my fortress
I apologize for all the corpses
It's a mess right now
But I haven't had time to put the rappers in the coffins
We ain't talked in like six years
Why you writing me now?
I just turned 100k down
Just to keep the brand looking right, now (that's real)
I ain't bragging about the money
I'm just saying I ain't controlled by the bank account
...


(1409614428508)"
39	christian-songs	The Garden	Kari Jobe	4.0	36.0	2017-03-04	"I had hope
But given up
Desperate for
A sign from God
Something good
Something kind
Bringing peace to
every corner of my mind
Then I saw the garden
Hope had come to me
To sweep away the ashes
Wake me from my sleep
I realized
You never left
Before this moment
...


(1409614428508)"
40	christian-songs	Open Hands	Laura Story Featuring Mac Powell	8.0	37.0	2017-03-04	"The sweetest sound the highest praise

Is the letting go of this life you gave

Our greatest prayer our active faith

Is an open hand Lord have your way

Take it all every hope every dream every plan
Take it every weights all the shame and Brokenness
Jesus I surrender all every victory and loss
Take it all take it all till all I have is open hands

A clenching fist a life of fear

...


(1409614428508)"
41	christian-songs	Heaven Knows	Hillsong UNITED	1.0	29.0	2017-02-25	"Hold my heart, don't let it bleed no more
Sometimes forgiveness is like a man at war
God only knows why love is worth the fall
Maybe that's what makes it love
Maybe that's what makes it love

I can hear it now
The everlasting sound
Roaring like a lion deep within me
...


(1409614428508)"
42	christian-songs	Different Drum	Blanca	4.0	30.0	2017-02-25	"We are the colors outside of the lines
and we paint a picture, so one of a kind
Attention, we call attention
Our mission, we direct attention

So let's break the mold
Go off the wall
Be in the world, but not of it
Against the grain, less of the same
We're walkin' now where love is

We're gonna march to the beat of a different drum
We do that left right left to our own rhythm
And we'll keep on movin' cuz we're not afraid to stand out

We're gonna march to the beat of a different drum
We do that left right left to our own rhythm
And we'll keep on movin' cuz we're not afraid to stand out
...


(1409614428508)"
43	christian-songs	Tell Me	Carrollton	16.0	34.0	2017-02-25	"Feel like I'm a nobody
Wonder if I'll ever amount to much
Seems like no matter what I do
It's never gonna be enough
Should I just give up?
Lord, I need to hear You speak

Tell me I am loved
Tell me I am known
That You died for me
I am not alone
Tell me I'm Your child
The one Your heart beats for
I can find my strength
Knowing I am Yours
You've always known what my heart needs
And You tell me

You wrote Your name upon my heart
...


(1409614428508)"
